242,D
242,D
242,D
248,C
257,D
257,D
257,D
282,C
282,C
481,D
481,D
481,D
488,D
488,D
488,D
494,C
494,C
506,C
506,C
627,D
627,D
643,C
643,C
643,C
643,C
643,C
660,C
660,C
660,C
755,C
794,D
794,D
794,D
794,D
794,D
794,D
794,D
794,D
812,D
812,D
812,D
812,D
812,D
1008,C
1008,C
1194,D
1194,D
1194,D
1944,C
1944,C
1944,C
1944,C
1944,C
1944,C
1944,C
1944,C
1944,C
1946,C
1946,C
1946,C
2014,C
2014,C
2014,C
2024,D
2024,D
2416,D
2416,D
2442,B
2442,B
3064,A
4918,C
4918,C
4918,C
5112,D
6136,C
6136,C
6136,C
10094,C
10148,C
11506,C
11506,C
11506,C
11506,C
11506,C
11506,C
11506,C
12924,D
12924,D
13876,D
13876,D
13876,D
14170,C
14180,C
14180,C
14180,C
14224,C
14224,C
14224,C
18040,C
18040,C
18040,C
18040,C
18246,D
18246,D
19244,D
19244,D
19510,C
19510,C
19510,C
19510,C
19580,C
19580,C
20628,D
20628,D
20628,D
20628,D
20628,D
20628,D
20628,D
20628,D
20628,D
20628,D
23122,D
23122,D
23122,D
23122,D
23122,D
23122,D
23122,D
23122,D
23122,D
23122,D
23260,C
23260,C
25158,C
25658,B
25792,C
25830,B
25970,A
28386,D
28386,D
31264,D
31264,D
31264,D
31264,D
31264,D
31264,D
31264,D
31264,D
36086,C
36086,C
36086,C
36086,C
36086,C
36086,C
36086,C
37060,C
37060,C
37060,C
37060,C
37962,C
37962,C
39819,D
39819,D
41704,C
41704,C
41704,C
41704,C
44722,C
44722,C
44722,C
44722,C
44722,C
49003,D
49232,C
49232,C
49232,C
49425,D
49425,D
49425,D
49425,D
49425,D
49425,D
49899,A
50090,C
51195,D
51195,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51202,D
51228,C
51228,C
51992,A
51992,A
52843,D
54673,B
54992,D
54992,D
55806,A
57157,D
57157,D
58988,C
60783,C
60783,C
60783,C
60783,C
60783,C
60783,C
62122,D
62122,D
62122,D
62122,D
62130,D
62130,D
62164,B
63439,C
63439,C
63439,C
63439,C
63439,C
63439,C
63439,C
63765,C
64302,C
64302,C
64413,C
64413,C
64413,C
64426,C
64426,C
64426,C
64426,C
64426,C
65738,C
65738,C
65738,C
65755,D
65755,D
65755,D
66724,C
66724,C
66724,C
66724,C
66724,C
66737,B
67571,D
67571,D
70193,C
70193,C
71106,D
71106,D
72171,C
74321,C
74730,C
74730,C
74730,C
75399,D
75399,D
75399,D
75399,D
75400,C
75403,D
75403,D
75403,D
76364,C
76364,C
76818,D
76818,D
76820,C
76820,C
76968,C
76968,C
76968,C
76969,D
76969,D
76969,D
76969,D
76973,C
76973,C
77828,C
78139,C
78165,D
78165,D
78184,C
78184,C
78680,C
78680,C
78680,C
78681,C
78681,C
78681,C
78681,C
78681,C
78681,C
78681,C
78681,C
78682,C
78682,C
78684,C
78684,C
78684,C
78684,C
79353,C
79353,C
79353,C
79353,C
79353,C
79356,C
79356,C
80149,D
80149,D
80149,D
80782,A
81324,C
81324,C
81324,C
81324,C
81324,C
81324,C
81324,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81457,C
81458,D
81458,D
81459,C
81459,C
81459,C
81461,D
81461,D
81463,C
81463,C
81464,D
81464,D
81464,D
81464,D
81804,C
81804,C
81816,D
81816,D
81816,D
81816,D
81816,D
81817,C
81817,C
81825,C
81825,C
82227,D
82227,D
82227,D
82227,D
82229,C
82229,C
83806,D
83829,C
83829,C
83837,D
84064,D
84177,C
84177,C
84636,C
84797,C
84797,C
84797,C
85339,D
85339,D
86784,D
86784,D
86784,D
86798,D
86798,D
86869,C
86869,C
87482,D
87482,D
87482,D
87482,D
87675,C
87675,C
87675,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87683,C
87750,D
87750,D
87750,D
87852,C
87852,C
87852,C
87852,C
87852,C
87852,C
87857,C
87857,C
87859,D
87859,D
87905,C
87905,C
88242,A
88242,A
88296,C
88296,C
88982,C
88982,C
89002,C
89002,C
89002,C
89002,C
89126,C
89126,C
89126,C
89126,C
89126,C
89126,C
89126,C
89126,C
90098,C
90098,C
90383,C
90383,C
90462,C
90462,C
90464,C
90464,C
90472,D
90472,D
90472,D
90550,D
90550,D
90866,C
90866,C
92287,A
92293,A
92466,C
92467,C
92472,D
92493,C
92493,C
92535,D
92657,A
93122,A
93122,A
93159,D
93159,D
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94042,C
94079,C
94079,C
94079,C
94079,C
94079,C
94080,C
94080,C
94083,D
94083,D
94083,D
94083,D
94083,D
94697,A
94716,D
94716,D
94716,D
94879,D
94895,D
94895,D
94899,C
94899,C
94899,C
94899,C
94899,C
94899,C
94899,C
95282,C
95282,C
96056,A
96124,D
96124,D
96124,D
96124,D
96124,D
96124,D
96124,D
96124,D
96281,C
96281,C
96281,C
96287,D
96287,D
96287,D
96298,D
96351,C
96534,D
96534,D
97169,C
97169,C
97169,C
97169,C
97169,C
97169,C
97169,C
97307,C
97515,C
97515,C
97763,C
97770,C
97770,C
97770,C
97770,C
97770,C
97770,C
97770,C
97780,C
97785,A
97785,A
98073,D
98073,D
98093,C
98093,C
98713,C
98713,C
98713,C
98766,D
98768,C
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99549,A
99633,D
99633,D
99633,D
99764,C
99764,C
99793,D
99793,D
99793,D
99793,D
99793,D
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99854,A
99870,C
99870,C
99870,C
99870,C
99871,C
99871,C
99875,D
99875,D
99875,D
99875,D
99880,D
99880,D
99880,D
99880,D
99880,D
99880,D
99880,D
99881,C
99881,C
99881,C
99881,C
99881,C
99881,C
99884,D
99884,D
99884,D
99885,C
99885,C
99885,C
99885,C
99885,C
99885,C
99989,A
99989,A
99989,A
99989,A
99989,A
99989,A
99989,A
99989,A
99989,A
100578,D
100661,C
101820,D
101820,D
101832,D
101832,D
101833,C
101833,C
101844,B
101848,C
101848,C
101848,C
101854,C
101854,C
101854,C
101856,D
101856,D
101856,D
101856,D
101856,D
101856,D
101856,D
101856,D
101856,D
101857,D
101857,D
101857,D
101857,D
101858,D
101858,D
101858,D
101858,D
101936,C
101936,C
101936,C
101973,C
101973,C
101973,C
101975,D
101975,D
102026,D
102026,D
102026,D
102026,D
102026,D
102026,D
102027,D
102027,D
102027,D
102027,D
102028,C
102028,C
102028,C
102028,C
102028,C
102028,C
102028,C
102036,D
102087,A
102087,A
102087,A
102087,A
102087,A
102087,A
102092,D
102092,D
102092,D
102092,D
102092,D
102092,D
102197,B
102204,A
102635,C
102838,D
102838,D
102838,D
102838,D
102838,D
102838,D
103340,D
103345,D
103345,D
103540,C
103580,C
103584,C
103591,D
104063,D
104063,D
104082,C
104082,C
104170,D
104172,C
104172,C
104406,B
104406,B
104413,C
104413,C
104673,C
104673,C
105320,C
105799,C
105799,C
105799,C
105799,C
105802,C
105802,C
105803,D
105803,D
106831,A
107007,C
107007,C
107008,D
107008,D
107009,C
107009,C
107009,C
107009,C
107225,C
107251,C
107251,C
107361,D
107361,D
107361,D
107420,D
107420,D
107420,D
107420,D
107420,D
107420,D
107452,C
107452,C
107452,C
107452,C
107465,D
107465,D
107469,C
107469,C
107469,C
107639,D
107639,D
107639,D
107639,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107640,D
107714,D
108498,C
108498,C
108875,D
108875,D
108938,C
108965,C
108965,C
108965,C
108965,C
108965,C
109130,C
109131,C
109131,C
109131,C
109133,D
109133,D
109133,D
109133,D
109133,D
109135,D
109135,D
109136,C
109136,C
109136,C
109136,C
109136,C
109136,C
109136,C
109137,C
109137,C
109137,C
109183,C
109183,C
109183,C
109202,C
109202,C
109203,D
109203,D
109203,D
109203,D
109203,D
109203,D
109222,C
109222,C
109222,C
109222,C
109222,C
109234,C
109236,D
109236,D
109236,D
109236,D
110183,D
110183,D
110183,D
110183,D
110183,D
110186,D
110186,D
110307,D
110452,C
110452,C
110508,C
111079,D
111079,D
111079,D
111079,D
111079,D
111079,D
111079,D
111079,D
111079,D
111085,D
111085,D
111085,D
111086,D
111086,D
111086,D
111087,D
111087,D
111087,D
111087,D
111087,D
111087,D
111087,D
111087,D
111087,D
111087,D
111988,D
111988,D
111988,D
